User ID,Date,Amount,Category,Description
3,2023-12-23,74.35,Utilities,Gas
7,2023-08-12,178.83,Clothing,Apparel
3,2023-02-13,7.86,Transport,Train
3,2022-09-08,64.23,Utilities,Gas
9,2024-06-15,58.99,Clothing,Clothing Store
2,2024-02-10,23.15,Restaurants,Restaurant
5,2023-03-10,36.1,Healthcare,Pharmacy
6,2023-06-28,154.55,Rent,Apartment
7,2023-02-05,114.71,Utilities,Electricity
7,2023-06-08,7.08,Groceries,Market
7,2024-02-04,98.35,Food Delivery,UberEats
3,2023-08-09,61.27,Clothing,Apparel
1,2024-08-01,35.95,Transport,Bus
10,2023-10-24,103.37,Entertainment,Netflix
6,2023-03-18,32.76,Rent,Apartment
8,2023-05-23,171.98,Restaurants,Diner
1,2022-09-17,196.27,Healthcare,Pharmacy
5,2023-05-17,11.58,Rent,Housing
3,2024-06-26,31.47,Healthcare,Pharmacy
1,2024-06-23,93.66,Transport,Taxi
7,2023-12-28,178.89,Rent,Apartment
6,2023-11-13,108.36,Savings,Deposit
1,2022-12-04,84.65,Food Delivery,UberEats
7,2024-02-21,137.72,Transport,Uber
1,2023-11-13,92.12,Food Delivery,GrubHub
5,2024-03-15,199.91,Food Delivery,UberEats
10,2023-07-26,144.84,Transport,Uber
2,2024-08-05,198.43,Groceries,Grocery Store
6,2024-04-21,118.95,Utilities,Internet
1,2023-09-21,138.96,Restaurants,Restaurant
2,2022-09-11,190.96,Savings,Savings Account
6,2023-07-19,66.61,Savings,Savings Account
2,2024-04-03,42.12,Food Delivery,Deliveroo
8,2024-03-02,197.21,Groceries,Grocery Store
8,2024-02-23,132.42,Groceries,Supermarket
4,2022-09-25,73.89,Rent,Housing
4,2023-11-18,51.43,Restaurants,Cafe
1,2023-01-30,187.94,Savings,Savings Account
7,2024-02-07,92.48,Healthcare,Hospital
4,2024-04-12,56.32,Transport,Taxi
5,2024-02-16,77.73,Savings,Savings Account
5,2023-04-09,151.42,Transport,Bus
9,2022-08-16,141.61,Utilities,Gas
2,2023-11-02,80.25,Healthcare,Doctor
5,2024-06-04,195.0,Clothing,Fashion
6,2024-02-26,172.81,Food Delivery,Deliveroo
9,2024-03-16,40.86,Healthcare,Hospital
4,2023-07-24,101.27,Transport,Taxi
6,2023-09-27,150.57,Restaurants,Cafe
3,2023-03-02,196.07,Rent,Rent
8,2023-09-27,57.31,Transport,Bus
10,2024-02-23,71.32,Entertainment,Concert
7,2022-11-28,190.55,Groceries,Supermarket
8,2023-06-09,156.07,Entertainment,Cinema
4,2024-02-14,48.9,Rent,Housing
3,2022-11-02,139.28,Utilities,Internet
1,2024-02-12,195.36,Savings,Savings Account
5,2022-09-05,63.8,Savings,Savings Account
3,2023-02-01,131.07,Food Delivery,GrubHub
5,2022-08-27,56.42,Healthcare,Pharmacy
3,2024-01-04,113.73,Savings,Deposit
9,2024-04-14,72.28,Groceries,Grocery Store
1,2024-01-16,126.5,Food Delivery,Deliveroo
8,2024-05-19,5.09,Savings,Savings Account
9,2023-10-25,101.74,Clothing,Clothing Store
6,2022-12-18,156.56,Clothing,Apparel
4,2023-09-15,192.15,Groceries,Supermarket
10,2022-11-01,133.12,Healthcare,Doctor
6,2024-02-11,58.72,Clothing,Fashion
9,2024-01-01,39.23,Groceries,Grocery Store
1,2024-01-23,93.13,Healthcare,Doctor
10,2022-10-06,129.67,Transport,Uber
9,2022-12-26,104.36,Transport,Taxi
8,2023-08-06,144.75,Clothing,Clothing Store
9,2023-11-29,114.78,Food Delivery,Deliveroo
9,2024-01-27,14.12,Savings,Deposit
4,2023-09-24,161.81,Healthcare,Doctor
1,2024-06-21,19.54,Rent,Apartment
4,2022-12-22,171.66,Food Delivery,GrubHub
1,2022-11-12,176.08,Entertainment,Cinema
6,2022-09-20,134.5,Savings,Savings Account
5,2023-02-01,152.93,Groceries,Market
1,2023-09-02,74.35,Food Delivery,GrubHub
4,2023-10-21,16.53,Food Delivery,Deliveroo
8,2023-03-29,165.64,Healthcare,Hospital
8,2024-04-23,92.69,Healthcare,Doctor
8,2023-08-21,196.69,Utilities,Water
2,2024-04-10,177.87,Food Delivery,GrubHub
2,2023-03-17,111.46,Groceries,Supermarket
7,2023-01-16,56.55,Food Delivery,UberEats
1,2024-03-20,181.55,Groceries,Grocery Store
9,2024-02-08,5.76,Restaurants,Diner
7,2023-08-20,109.46,Rent,Rent
4,2023-10-12,169.71,Entertainment,Theater
6,2024-05-20,111.12,Entertainment,Theater
2,2024-05-11,62.79,Utilities,Electricity
4,2024-07-28,36.71,Food Delivery,Deliveroo
7,2024-07-30,5.99,Utilities,Electricity
6,2022-12-17,169.14,Rent,Rent
2,2024-02-09,36.12,Food Delivery,UberEats
1,2022-10-12,94.6,Clothing,Clothing Store
1,2024-02-28,126.83,Clothing,Clothing Store
1,2022-11-14,46.48,Transport,Uber
6,2023-03-25,86.16,Restaurants,Diner
6,2023-04-06,194.65,Rent,Rent
2,2022-12-21,102.11,Utilities,Gas
5,2022-11-15,128.88,Entertainment,Theater
9,2023-07-23,105.82,Restaurants,Restaurant
10,2024-06-23,148.09,Rent,Rent
4,2023-12-29,182.48,Transport,Uber
3,2023-12-29,64.29,Transport,Bus
3,2023-11-26,177.49,Restaurants,Cafe
8,2022-12-10,146.43,Food Delivery,Deliveroo
8,2022-09-05,106.3,Transport,Bus
1,2023-12-06,165.76,Utilities,Gas
10,2022-11-11,183.52,Savings,Savings Account
2,2022-08-13,186.69,Clothing,Apparel
9,2024-03-02,189.36,Groceries,Supermarket
1,2024-01-07,141.05,Healthcare,Doctor
7,2024-07-06,146.6,Food Delivery,Deliveroo
8,2023-07-23,34.76,Restaurants,Restaurant
3,2024-01-18,125.9,Utilities,Water
7,2023-09-16,52.56,Restaurants,Diner
9,2024-06-18,49.6,Food Delivery,GrubHub
2,2024-02-17,66.95,Entertainment,Netflix
6,2023-10-11,35.24,Rent,Apartment
10,2022-11-19,86.56,Entertainment,Netflix
1,2023-03-21,192.23,Clothing,Clothing Store
2,2023-03-16,84.83,Savings,Deposit
2,2023-09-13,53.94,Utilities,Electricity
9,2023-08-13,154.51,Transport,Bus
10,2023-11-23,157.48,Food Delivery,GrubHub
2,2023-08-30,30.44,Entertainment,Cinema
7,2023-02-13,85.61,Utilities,Electricity
8,2023-02-04,83.6,Utilities,Internet
7,2024-03-09,192.22,Groceries,Grocery Store
1,2024-07-29,102.71,Transport,Train
4,2023-04-27,110.62,Clothing,Clothing Store
2,2023-09-12,122.42,Transport,Taxi
10,2024-05-05,133.71,Clothing,Clothing Store
10,2023-03-04,184.15,Entertainment,Theater
1,2024-04-25,136.25,Healthcare,Hospital
10,2023-02-10,172.17,Restaurants,Cafe
1,2022-10-28,172.74,Utilities,Water
5,2023-10-10,7.92,Clothing,Clothing Store
2,2022-08-19,180.62,Transport,Taxi
5,2022-10-13,37.74,Groceries,Market
9,2022-12-28,153.49,Rent,Apartment
7,2022-12-03,83.37,Utilities,Gas
10,2022-09-04,15.0,Clothing,Apparel
6,2023-11-12,18.93,Transport,Taxi
8,2023-01-08,85.61,Food Delivery,Deliveroo
3,2023-01-07,24.96,Restaurants,Restaurant
8,2022-09-16,140.88,Utilities,Water
1,2022-09-29,166.62,Healthcare,Hospital
6,2023-02-03,16.93,Clothing,Apparel
9,2023-01-25,186.12,Rent,Housing
1,2022-09-11,186.87,Food Delivery,GrubHub
9,2023-06-11,98.43,Savings,Savings Account
1,2022-12-21,22.25,Rent,Rent
8,2022-08-25,123.36,Food Delivery,UberEats
7,2024-01-15,120.36,Clothing,Apparel
9,2024-08-04,81.1,Rent,Housing
9,2022-10-06,136.82,Food Delivery,UberEats
1,2024-07-18,150.34,Restaurants,Cafe
4,2022-08-18,173.48,Groceries,Market
10,2023-06-15,168.0,Utilities,Internet
1,2023-02-16,64.49,Savings,Deposit
7,2024-02-03,190.76,Savings,Savings Account
9,2024-06-05,115.85,Rent,Housing
3,2023-11-13,180.44,Groceries,Market
2,2022-08-28,176.77,Entertainment,Cinema
1,2024-03-27,189.83,Healthcare,Doctor
4,2023-01-04,198.65,Restaurants,Cafe
6,2023-10-04,145.75,Transport,Uber
10,2023-08-08,114.37,Rent,Rent
8,2022-09-21,115.69,Entertainment,Cinema
3,2023-02-06,38.75,Food Delivery,UberEats
5,2023-03-06,126.23,Entertainment,Theater
9,2024-07-25,32.54,Restaurants,Cafe
4,2024-04-28,193.82,Groceries,Grocery Store
9,2022-08-23,196.52,Restaurants,Cafe
7,2024-01-28,50.98,Entertainment,Netflix
2,2024-05-12,173.34,Entertainment,Netflix
5,2023-03-11,107.05,Healthcare,Pharmacy
7,2023-01-19,188.89,Savings,Savings Account
5,2024-02-06,28.11,Entertainment,Cinema
9,2024-02-17,36.26,Transport,Train
9,2024-01-02,190.02,Utilities,Internet
1,2022-10-06,92.52,Rent,Housing
6,2024-06-05,64.41,Groceries,Grocery Store
4,2023-01-29,52.89,Food Delivery,UberEats
4,2023-07-26,28.64,Entertainment,Cinema
9,2024-04-23,187.99,Clothing,Apparel
1,2023-07-31,140.32,Clothing,Apparel
2,2024-03-23,94.62,Groceries,Grocery Store
4,2024-07-19,163.54,Rent,Rent
6,2024-04-07,164.12,Healthcare,Pharmacy
2,2023-12-23,35.69,Rent,Housing
1,2024-08-06,177.58,Groceries,Market
9,2024-03-16,118.47,Transport,Train
8,2024-08-10,113.98,Savings,Deposit
4,2024-04-05,6.48,Food Delivery,GrubHub
2,2022-09-06,121.83,Transport,Bus
6,2023-12-14,60.64,Food Delivery,UberEats
8,2022-09-06,53.67,Entertainment,Netflix
10,2023-07-18,190.29,Healthcare,Pharmacy
7,2024-07-15,80.66,Food Delivery,UberEats
10,2023-10-31,178.93,Entertainment,Netflix
3,2023-07-26,155.83,Clothing,Fashion
3,2023-02-06,25.56,Restaurants,Restaurant
8,2023-01-09,193.02,Restaurants,Diner
2,2023-12-03,39.09,Savings,Savings Account
8,2023-05-17,25.7,Groceries,Supermarket
5,2023-04-25,36.88,Clothing,Clothing Store
1,2024-05-06,128.58,Restaurants,Restaurant
6,2022-10-08,32.62,Transport,Uber
7,2022-12-10,46.95,Transport,Uber
3,2022-12-15,187.08,Transport,Taxi
5,2022-10-20,11.2,Utilities,Water
7,2022-10-03,198.34,Savings,Deposit
1,2023-04-21,66.01,Rent,Housing
10,2024-01-20,29.57,Entertainment,Netflix
5,2023-05-11,32.15,Savings,Savings Account
4,2024-01-23,92.19,Entertainment,Concert
8,2023-04-18,93.86,Healthcare,Hospital
4,2022-11-18,40.64,Food Delivery,Deliveroo
7,2023-03-05,120.59,Restaurants,Diner
2,2024-03-23,15.62,Clothing,Apparel
2,2023-06-22,156.0,Healthcare,Doctor
6,2022-12-04,66.1,Groceries,Market
10,2023-12-15,41.59,Transport,Uber
6,2023-02-16,33.7,Utilities,Water
10,2024-07-25,164.34,Food Delivery,UberEats
5,2023-01-09,56.04,Food Delivery,UberEats
2,2024-07-20,38.99,Entertainment,Cinema
3,2024-03-11,186.92,Restaurants,Restaurant
6,2022-08-23,154.65,Clothing,Apparel
5,2022-09-05,100.25,Utilities,Gas
7,2024-07-13,180.26,Food Delivery,Deliveroo
10,2023-12-24,194.46,Rent,Housing
10,2023-02-20,154.53,Groceries,Supermarket
8,2023-03-05,116.56,Rent,Housing
7,2023-03-30,60.18,Healthcare,Doctor
4,2023-11-09,72.1,Healthcare,Doctor
3,2024-03-08,70.56,Clothing,Apparel
5,2024-07-08,101.97,Restaurants,Cafe
1,2023-10-05,189.81,Entertainment,Netflix
7,2024-04-05,13.83,Transport,Taxi
7,2024-05-09,167.59,Utilities,Electricity
10,2023-02-10,194.05,Rent,Apartment
9,2023-02-07,149.41,Groceries,Market
2,2023-10-26,34.58,Utilities,Gas
9,2024-06-21,190.25,Savings,Deposit
4,2022-08-18,13.7,Transport,Taxi
6,2023-02-05,55.58,Savings,Deposit
3,2023-03-27,53.23,Utilities,Electricity
4,2023-11-30,140.17,Clothing,Fashion
6,2022-10-19,73.51,Savings,Deposit
5,2023-07-18,142.74,Food Delivery,GrubHub
10,2023-05-07,192.46,Utilities,Gas
4,2024-03-03,157.82,Savings,Savings Account
5,2022-08-13,74.11,Transport,Bus
4,2022-11-23,93.88,Healthcare,Hospital
4,2024-06-12,98.45,Rent,Housing
6,2023-05-19,72.68,Food Delivery,UberEats
5,2022-11-10,100.48,Restaurants,Restaurant
2,2022-12-12,169.55,Groceries,Grocery Store
9,2023-10-14,24.0,Entertainment,Concert
9,2023-09-21,98.61,Restaurants,Restaurant
7,2023-08-26,145.42,Savings,Savings Account
6,2024-07-19,69.3,Clothing,Clothing Store
4,2023-05-26,11.53,Utilities,Gas
4,2024-02-06,133.88,Food Delivery,Deliveroo
5,2023-11-16,180.55,Rent,Housing
4,2023-02-22,48.44,Restaurants,Diner
8,2024-05-03,199.95,Savings,Savings Account
3,2023-10-18,126.97,Savings,Deposit
10,2023-10-09,109.3,Rent,Apartment
7,2023-08-07,168.41,Healthcare,Doctor
4,2023-10-06,70.39,Restaurants,Diner
4,2023-06-02,58.86,Healthcare,Hospital
6,2024-01-26,77.93,Groceries,Supermarket
7,2023-12-10,101.84,Food Delivery,Deliveroo
7,2024-04-07,40.4,Utilities,Internet
8,2023-06-15,172.1,Healthcare,Doctor
7,2024-03-02,90.03,Restaurants,Diner
1,2024-03-23,135.83,Restaurants,Cafe
10,2024-06-25,131.73,Clothing,Clothing Store
10,2024-02-28,128.94,Restaurants,Restaurant
2,2024-05-30,116.68,Rent,Rent
9,2023-05-04,74.79,Transport,Bus
2,2022-08-30,172.43,Food Delivery,GrubHub
7,2023-04-11,9.1,Restaurants,Restaurant
9,2022-08-27,44.26,Restaurants,Restaurant
3,2023-07-26,173.23,Clothing,Apparel
5,2023-07-09,189.34,Utilities,Water
2,2023-03-26,140.95,Utilities,Electricity
4,2024-02-19,23.61,Utilities,Internet
9,2023-10-17,110.06,Entertainment,Cinema
8,2024-05-03,33.69,Transport,Uber
7,2023-11-24,195.65,Clothing,Fashion
1,2024-03-10,91.58,Utilities,Internet
5,2023-10-27,12.02,Groceries,Grocery Store
4,2024-05-25,139.17,Entertainment,Theater
6,2023-07-02,41.36,Transport,Uber
7,2023-09-10,110.7,Clothing,Apparel
8,2023-06-09,153.2,Transport,Uber
1,2024-04-08,103.59,Utilities,Water
7,2024-04-25,55.4,Transport,Taxi
2,2024-08-02,40.16,Rent,Housing
7,2022-10-21,49.7,Entertainment,Netflix
8,2023-02-06,74.94,Savings,Deposit
6,2022-11-03,88.96,Restaurants,Cafe
9,2024-01-07,20.94,Utilities,Water
10,2022-12-23,31.1,Groceries,Market
1,2023-12-12,139.26,Clothing,Clothing Store
1,2023-10-02,57.51,Rent,Rent
8,2023-04-27,65.9,Savings,Deposit
10,2023-04-17,163.13,Rent,Apartment
4,2023-04-03,108.56,Entertainment,Cinema
5,2023-06-30,110.53,Clothing,Clothing Store
8,2022-11-16,8.33,Rent,Rent
3,2023-11-15,107.35,Entertainment,Concert
3,2024-01-04,159.68,Savings,Savings Account
4,2024-07-04,35.67,Savings,Savings Account
1,2023-11-08,160.08,Savings,Savings Account
10,2024-03-06,199.68,Entertainment,Netflix
8,2023-04-28,128.79,Restaurants,Restaurant
9,2024-07-31,75.14,Food Delivery,UberEats
7,2022-12-09,189.38,Food Delivery,UberEats
10,2024-01-14,190.72,Transport,Uber
6,2023-10-19,17.11,Utilities,Internet
1,2022-11-29,158.31,Healthcare,Pharmacy
8,2024-05-12,172.95,Groceries,Market
2,2023-08-12,98.21,Restaurants,Diner
2,2023-04-25,102.55,Groceries,Market
7,2023-09-01,171.93,Transport,Taxi
10,2023-12-25,175.25,Utilities,Electricity
10,2023-02-04,76.42,Groceries,Market
1,2023-05-12,117.9,Healthcare,Hospital
5,2023-07-09,159.74,Entertainment,Theater
3,2022-12-28,175.84,Rent,Apartment
10,2022-10-07,91.52,Savings,Deposit
7,2023-05-09,56.43,Food Delivery,GrubHub
1,2024-04-23,135.39,Clothing,Fashion
9,2022-10-27,35.84,Food Delivery,UberEats
8,2022-09-17,10.96,Groceries,Grocery Store
6,2023-09-14,135.23,Groceries,Market
3,2024-03-28,187.2,Healthcare,Hospital
6,2023-08-09,24.11,Food Delivery,GrubHub
7,2024-06-23,113.68,Entertainment,Concert
6,2023-01-28,121.46,Food Delivery,Deliveroo
4,2024-03-13,12.08,Rent,Rent
8,2023-09-19,111.11,Food Delivery,GrubHub
10,2022-10-26,59.35,Utilities,Water
5,2023-09-25,110.91,Groceries,Supermarket
3,2024-07-02,104.4,Rent,Housing
4,2022-10-16,169.36,Transport,Train
5,2024-07-30,142.8,Entertainment,Netflix
10,2022-09-01,102.41,Restaurants,Cafe
4,2023-01-26,77.6,Restaurants,Cafe
2,2023-09-22,7.4,Clothing,Apparel
9,2023-06-13,86.53,Healthcare,Hospital
1,2024-07-25,155.14,Savings,Deposit
8,2024-03-06,127.23,Clothing,Fashion
3,2022-11-05,114.37,Clothing,Apparel
4,2023-01-24,86.39,Utilities,Gas
4,2024-06-26,89.75,Rent,Apartment
8,2023-02-27,16.8,Utilities,Gas
8,2024-06-19,110.72,Clothing,Apparel
1,2024-06-21,139.39,Entertainment,Netflix
9,2023-12-21,157.84,Food Delivery,GrubHub
8,2022-10-29,116.48,Entertainment,Concert
10,2022-08-24,34.55,Rent,Housing
2,2023-12-15,182.62,Restaurants,Diner
8,2022-08-12,108.51,Savings,Deposit
2,2024-07-01,119.84,Utilities,Internet
9,2022-09-06,85.87,Savings,Savings Account
4,2023-11-23,161.78,Food Delivery,GrubHub
10,2023-03-05,161.16,Rent,Apartment
4,2023-05-15,103.9,Healthcare,Hospital
3,2024-06-09,31.47,Clothing,Clothing Store
9,2023-11-09,97.24,Food Delivery,GrubHub
2,2023-02-25,178.6,Savings,Deposit
8,2022-09-23,180.43,Utilities,Gas
2,2023-07-04,27.57,Food Delivery,GrubHub
8,2022-09-10,80.73,Rent,Apartment
1,2022-10-03,144.48,Groceries,Supermarket
7,2023-01-31,104.92,Restaurants,Cafe
6,2023-01-30,11.91,Rent,Housing
7,2023-11-11,123.57,Groceries,Supermarket
4,2023-09-07,172.0,Transport,Bus
8,2024-06-11,162.74,Rent,Rent
3,2023-02-27,69.25,Transport,Uber
2,2022-12-15,157.37,Transport,Train
7,2022-09-29,187.7,Groceries,Supermarket
4,2022-08-18,80.64,Entertainment,Cinema
8,2022-11-11,194.63,Entertainment,Concert
5,2024-04-19,116.63,Entertainment,Theater
2,2023-07-29,186.63,Groceries,Market
2,2022-11-08,61.61,Rent,Rent
2,2023-04-09,125.22,Entertainment,Netflix
3,2023-03-09,35.63,Utilities,Gas
7,2024-03-23,148.72,Clothing,Fashion
2,2024-01-21,150.6,Transport,Uber
6,2022-09-04,16.51,Restaurants,Cafe
1,2023-08-25,40.5,Transport,Uber
5,2022-09-05,50.61,Entertainment,Theater
4,2024-06-30,41.58,Transport,Bus
4,2023-01-30,197.75,Groceries,Grocery Store
4,2023-12-10,23.05,Transport,Taxi
3,2023-02-17,36.15,Rent,Apartment
5,2022-09-22,92.74,Rent,Rent
8,2024-07-17,133.63,Clothing,Fashion
10,2024-08-08,13.71,Entertainment,Theater
10,2023-09-17,159.84,Entertainment,Theater
3,2023-12-23,157.77,Rent,Apartment
1,2024-03-24,9.86,Restaurants,Cafe
1,2023-11-23,45.13,Food Delivery,UberEats
6,2023-12-07,37.66,Savings,Savings Account
4,2023-06-14,188.17,Restaurants,Diner
7,2023-02-03,112.21,Restaurants,Diner
7,2022-11-29,104.35,Utilities,Water
4,2023-09-07,15.7,Healthcare,Doctor
3,2024-03-31,37.24,Savings,Deposit
1,2023-03-18,122.91,Healthcare,Hospital
3,2023-12-23,65.99,Utilities,Gas
9,2023-05-19,113.67,Entertainment,Concert
1,2023-07-01,134.47,Utilities,Electricity
6,2024-02-15,158.72,Healthcare,Hospital
9,2023-12-11,158.62,Food Delivery,GrubHub
9,2024-06-27,64.15,Entertainment,Cinema
2,2023-03-15,154.63,Food Delivery,UberEats
1,2022-11-02,48.75,Groceries,Market
3,2024-03-14,159.67,Groceries,Grocery Store
7,2023-12-19,116.07,Utilities,Water
2,2023-02-25,53.33,Transport,Train
8,2023-04-14,59.4,Groceries,Market
6,2022-12-24,25.02,Transport,Train
7,2023-02-03,39.08,Rent,Rent
1,2024-04-27,87.47,Entertainment,Concert
6,2023-06-17,46.15,Entertainment,Theater
6,2023-03-08,7.4,Rent,Housing
7,2024-04-30,56.16,Savings,Savings Account
1,2024-05-17,181.18,Entertainment,Concert
7,2024-02-10,64.79,Food Delivery,UberEats
6,2024-07-10,54.42,Groceries,Grocery Store
6,2023-07-20,180.94,Food Delivery,Deliveroo
10,2024-04-03,22.33,Utilities,Water
7,2022-11-05,106.27,Rent,Rent
2,2023-06-02,126.3,Rent,Housing
9,2022-10-28,100.14,Restaurants,Diner
6,2023-03-08,164.92,Transport,Train
1,2024-06-30,100.91,Groceries,Supermarket
8,2022-11-25,21.55,Savings,Deposit
3,2024-04-18,116.25,Food Delivery,UberEats
6,2024-06-27,93.26,Groceries,Market
6,2023-07-03,35.0,Clothing,Fashion
5,2024-02-06,170.54,Clothing,Apparel
8,2024-02-29,138.36,Transport,Uber
1,2024-07-30,155.85,Transport,Bus
10,2022-09-29,166.76,Utilities,Water
9,2022-12-13,5.59,Transport,Bus
6,2023-09-10,80.02,Entertainment,Netflix
8,2024-06-29,167.72,Transport,Taxi
4,2023-07-04,95.54,Savings,Savings Account
10,2023-07-24,133.1,Savings,Savings Account
8,2023-05-24,130.8,Healthcare,Doctor
7,2024-07-22,51.98,Rent,Apartment
1,2022-11-26,81.67,Transport,Taxi
1,2022-09-28,190.1,Transport,Taxi
6,2022-12-03,164.4,Entertainment,Concert
2,2022-08-26,165.92,Food Delivery,Deliveroo
4,2024-07-29,138.59,Healthcare,Doctor
5,2023-08-15,65.84,Transport,Uber
3,2023-09-08,164.87,Entertainment,Cinema
7,2023-10-04,177.79,Restaurants,Diner
9,2022-08-23,199.97,Rent,Rent
6,2023-05-03,166.67,Food Delivery,UberEats
9,2024-06-22,137.64,Clothing,Fashion
8,2024-05-25,82.77,Entertainment,Theater
10,2023-07-10,15.31,Utilities,Internet
10,2023-01-14,38.78,Transport,Uber
10,2023-11-06,194.91,Rent,Apartment
1,2024-08-08,165.4,Groceries,Grocery Store
9,2023-12-16,128.26,Rent,Apartment
5,2022-12-04,38.15,Transport,Train
3,2023-02-25,51.57,Food Delivery,UberEats
1,2024-01-06,14.95,Groceries,Market
1,2023-02-24,110.17,Groceries,Grocery Store
3,2024-02-03,146.52,Healthcare,Hospital
10,2024-01-28,65.17,Healthcare,Hospital
10,2022-12-07,113.19,Clothing,Clothing Store
5,2022-08-15,74.41,Healthcare,Doctor
3,2024-04-23,76.77,Restaurants,Restaurant
4,2022-08-15,173.27,Utilities,Gas
6,2023-09-28,21.54,Healthcare,Doctor
9,2024-01-17,155.55,Healthcare,Doctor
8,2024-03-22,122.58,Rent,Rent
9,2024-05-21,39.04,Rent,Apartment
8,2023-12-08,9.91,Groceries,Market
6,2024-05-29,147.35,Savings,Savings Account
3,2022-11-19,104.57,Groceries,Supermarket
4,2023-06-20,183.27,Transport,Train
5,2024-04-13,123.64,Transport,Bus
5,2023-02-18,108.27,Transport,Bus
8,2023-02-20,101.83,Utilities,Gas
8,2024-04-27,193.81,Groceries,Grocery Store
3,2023-05-29,159.62,Rent,Rent
6,2023-04-03,135.16,Entertainment,Netflix
2,2023-10-27,159.74,Restaurants,Restaurant
7,2023-11-22,76.56,Entertainment,Cinema
10,2024-03-19,143.05,Restaurants,Restaurant
9,2022-08-21,162.58,Savings,Savings Account
5,2024-01-16,122.92,Transport,Train
10,2022-10-10,77.47,Utilities,Water
1,2022-08-23,40.32,Food Delivery,Deliveroo
3,2023-04-17,190.93,Rent,Housing
10,2022-12-01,83.03,Groceries,Market
7,2023-10-05,87.48,Healthcare,Pharmacy
1,2022-12-01,63.33,Healthcare,Doctor
4,2023-01-29,141.1,Restaurants,Diner
9,2023-08-13,46.98,Savings,Deposit
8,2022-11-04,78.49,Transport,Taxi
10,2024-01-02,183.67,Food Delivery,Deliveroo
6,2022-11-03,104.22,Healthcare,Doctor
7,2024-05-19,190.28,Healthcare,Doctor
5,2022-08-18,97.87,Groceries,Grocery Store
7,2023-02-07,21.08,Restaurants,Cafe
6,2023-05-15,198.63,Restaurants,Diner
2,2023-07-24,154.82,Entertainment,Concert
7,2023-04-11,77.17,Transport,Bus
1,2023-03-10,123.92,Food Delivery,GrubHub
2,2023-03-01,31.0,Clothing,Clothing Store
8,2023-12-23,118.06,Utilities,Electricity
8,2023-05-07,132.35,Savings,Savings Account
9,2023-05-26,107.19,Restaurants,Restaurant
8,2024-07-11,195.94,Food Delivery,GrubHub
5,2022-10-12,88.2,Transport,Train
4,2023-12-13,99.28,Savings,Deposit
7,2023-04-11,138.86,Restaurants,Cafe
7,2024-03-02,151.0,Rent,Apartment
8,2023-10-21,173.4,Food Delivery,Deliveroo
8,2023-08-05,85.19,Utilities,Electricity
8,2024-03-01,129.69,Restaurants,Diner
2,2022-10-11,99.64,Utilities,Gas
9,2023-08-16,198.45,Food Delivery,Deliveroo
1,2023-03-10,87.38,Savings,Deposit
4,2024-07-20,170.94,Restaurants,Cafe
9,2022-08-24,14.05,Groceries,Supermarket
4,2023-01-02,174.34,Transport,Uber
2,2023-05-23,166.94,Healthcare,Doctor
2,2022-12-20,71.02,Restaurants,Restaurant
4,2023-05-31,127.83,Groceries,Supermarket
10,2024-02-09,81.89,Rent,Housing
7,2023-11-27,89.27,Transport,Train
3,2023-01-14,54.81,Entertainment,Cinema
2,2024-03-25,179.99,Entertainment,Cinema
2,2023-05-17,94.82,Savings,Deposit
1,2023-05-11,130.47,Groceries,Market
9,2023-10-23,185.88,Savings,Savings Account
2,2022-10-13,21.01,Savings,Savings Account
7,2023-10-12,94.74,Utilities,Gas
9,2024-02-27,110.31,Savings,Deposit
6,2024-07-31,146.47,Transport,Taxi
5,2024-04-05,156.07,Healthcare,Pharmacy
6,2023-01-17,187.75,Healthcare,Pharmacy
1,2023-12-06,170.4,Utilities,Electricity
1,2022-08-21,143.15,Clothing,Apparel
7,2024-05-04,97.69,Rent,Apartment
8,2022-10-02,127.38,Utilities,Internet
1,2023-07-21,181.41,Rent,Rent
2,2023-03-18,126.58,Transport,Taxi
5,2024-02-12,192.39,Healthcare,Doctor
1,2024-07-09,60.91,Restaurants,Restaurant
9,2023-03-14,115.16,Groceries,Supermarket
2,2023-09-28,173.7,Food Delivery,UberEats
2,2022-09-06,198.44,Clothing,Fashion
9,2022-11-22,54.78,Transport,Taxi
7,2023-05-03,110.79,Transport,Uber
7,2022-08-13,108.79,Transport,Uber
7,2024-04-28,43.17,Entertainment,Theater
5,2023-10-10,173.95,Utilities,Water
10,2023-09-11,12.85,Savings,Savings Account
9,2023-11-08,176.79,Rent,Rent
7,2023-05-28,116.36,Restaurants,Restaurant
6,2024-02-22,56.51,Savings,Deposit
1,2024-06-20,40.49,Restaurants,Cafe
3,2023-01-14,172.36,Groceries,Market
4,2022-11-15,180.62,Clothing,Clothing Store
7,2023-01-15,154.26,Healthcare,Hospital
3,2022-12-11,89.36,Savings,Deposit
8,2024-01-03,11.75,Transport,Bus
10,2023-05-13,100.26,Restaurants,Restaurant
2,2023-06-26,58.42,Transport,Taxi
10,2023-11-15,93.42,Clothing,Apparel
4,2024-07-30,135.17,Clothing,Clothing Store
6,2022-10-07,155.09,Entertainment,Netflix
8,2023-05-07,148.54,Transport,Uber
5,2023-10-17,172.13,Rent,Rent
7,2023-03-06,19.19,Rent,Rent
2,2023-12-29,77.09,Restaurants,Restaurant
3,2024-04-07,122.07,Entertainment,Netflix
7,2023-12-08,56.94,Utilities,Water
